name,language,numberOfFiles,loc
qa-tb-brasil-integrated-tests,C#,26,1846
qa-tb-brasil-integrated-tests,MSBuild script,2,51
qa-tb-brasil-integrated-tests,Markdown,1,16
qa-tb-brasil-integrated-tests,total,29,1913
pa-events-post-processing,C#,14,224
pa-events-post-processing,YAML,2,69
pa-events-post-processing,Markdown,1,16
pa-events-post-processing,MSBuild script,1,8
pa-events-post-processing,total,18,317
sd-flutter-vending-machine,Markdown,1,16
sd-flutter-vending-machine,total,1,16
cd-ms-posting-conciliation-mastercard,SQL,106,6423
cd-ms-posting-conciliation-mastercard,C#,108,5704
cd-ms-posting-conciliation-mastercard,YAML,7,266
cd-ms-posting-conciliation-mastercard,MSBuild script,9,166
cd-ms-posting-conciliation-mastercard,JSON,3,87
cd-ms-posting-conciliation-mastercard,Markdown,1,16
cd-ms-posting-conciliation-mastercard,Dockerfile,1,9
cd-ms-posting-conciliation-mastercard,Bourne Shell,2,7
cd-ms-posting-conciliation-mastercard,DOS Batch,2,5
cd-ms-posting-conciliation-mastercard,total,239,12683
do-ansible-elasticsearch,YAML,25,997
do-ansible-elasticsearch,Markdown,2,71
do-ansible-elasticsearch,Python,1,66
do-ansible-elasticsearch,Bourne Shell,3,39
do-ansible-elasticsearch,Ruby,1,24
do-ansible-elasticsearch,total,32,1197
ssd.puppet.chocolatey_installer,Puppet,1,8
ssd.puppet.chocolatey_installer,total,1,8
cd-ms-posting-webhook,YAML,11,339
cd-ms-posting-webhook,C#,4,161
cd-ms-posting-webhook,JSON,3,26
cd-ms-posting-webhook,MSBuild script,2,24
cd-ms-posting-webhook,Markdown,1,16
cd-ms-posting-webhook,Dockerfile,1,9
cd-ms-posting-webhook,total,22,575
api-NOUSAR-sysapi-communicationProvider-v1,Markdown,1,16
api-NOUSAR-sysapi-communicationProvider-v1,total,1,16
pa-qa-integration-lock-documents,Markdown,1,16
pa-qa-integration-lock-documents,JSON,1,1
pa-qa-integration-lock-documents,total,2,17
pa-client-ms-product,C#,76,1625
pa-client-ms-product,YAML,2,68
pa-client-ms-product,MSBuild script,2,35
pa-client-ms-product,Markdown,1,16
pa-client-ms-product,total,81,1744
pa-event-definitions,YAML,3,2119
pa-event-definitions,Markdown,1,7
pa-event-definitions,total,4,2126
ob-ios-authentication-pod,Swift,41,1855
ob-ios-authentication-pod,JSON,9,251
ob-ios-authentication-pod,YAML,1,61
ob-ios-authentication-pod,Markdown,1,18
ob-ios-authentication-pod,total,52,2185
trn-android-pix,XML,8,241
trn-android-pix,Bourne Shell,1,129
trn-android-pix,DOS Batch,1,59
trn-android-pix,Groovy,3,53
trn-android-pix,Kotlin,3,32
trn-android-pix,Prolog,1,18
trn-android-pix,Markdown,1,16
trn-android-pix,total,18,548
pa-ms-transactions,C#,1238,773590
pa-ms-transactions,Smalltalk,4,2420
pa-ms-transactions,JSON,44,2199
pa-ms-transactions,YAML,18,717
pa-ms-transactions,MSBuild script,11,437
pa-ms-transactions,liquid,3,215
pa-ms-transactions,XML,1,152
pa-ms-transactions,Markdown,1,21
pa-ms-transactions,Dockerfile,2,20
pa-ms-transactions,DOS Batch,4,7
pa-ms-transactions,total,1326,779778
ob-events-FavoriteTransportTicket-integration,C#,7,105
ob-events-FavoriteTransportTicket-integration,YAML,2,81
ob-events-FavoriteTransportTicket-integration,Markdown,1,16
ob-events-FavoriteTransportTicket-integration,MSBuild script,1,9
ob-events-FavoriteTransportTicket-integration,total,11,211
arq-lib-common-logger,C#,21,970
arq-lib-common-logger,YAML,3,170
arq-lib-common-logger,JSON,6,155
arq-lib-common-logger,Markdown,1,113
arq-lib-common-logger,MSBuild script,4,50
arq-lib-common-logger,total,35,1458
topaz-artifacts,XSD,274,149948
topaz-artifacts,JavaScript,19,70229
topaz-artifacts,XML,398,18850
topaz-artifacts,CSS,7,10540
topaz-artifacts,HTML,14,1830
topaz-artifacts,Bourne Shell,14,1535
topaz-artifacts,JSON,7,1310
topaz-artifacts,DOS Batch,23,1144
topaz-artifacts,PowerShell,14,442
topaz-artifacts,PHP,1,314
topaz-artifacts,Markdown,2,43
topaz-artifacts,YAML,1,35
topaz-artifacts,total,774,256220
do-poc-sonarqube,YAML,1,44
do-poc-sonarqube,C#,2,33
do-poc-sonarqube,MSBuild script,2,21
do-poc-sonarqube,Markdown,1,2
do-poc-sonarqube,total,6,100
do-kafka-deploy,YAML,10,323
do-kafka-deploy,Python,1,118
do-kafka-deploy,Bourne Shell,1,12
do-kafka-deploy,Dockerfile,1,7
do-kafka-deploy,total,13,460
pa-client-ms-transactions,C#,36,527
pa-client-ms-transactions,YAML,2,80
pa-client-ms-transactions,Markdown,1,16
pa-client-ms-transactions,MSBuild script,1,16
pa-client-ms-transactions,total,40,639
ob-ms-prospect-validation,C#,82,4461
ob-ms-prospect-validation,YAML,9,268
ob-ms-prospect-validation,JSON,7,187
ob-ms-prospect-validation,MSBuild script,6,125
ob-ms-prospect-validation,Markdown,2,53
ob-ms-prospect-validation,Dockerfile,1,11
ob-ms-prospect-validation,total,107,5105
cad-db-kyc,SQL,35,6647
cad-db-kyc,YAML,1,8
cad-db-kyc,Markdown,1,1
cad-db-kyc,total,37,6656
cd-azure-minio,YAML,19,1180
cd-azure-minio,Markdown,1,279
cd-azure-minio,total,20,1459
qa-test-mobile-trn,Markdown,1,16
qa-test-mobile-trn,total,1,16
api-trn-transfer,Markdown,1,16
api-trn-transfer,total,1,16
pix-chave-dict-worker,Markdown,1,16
pix-chave-dict-worker,total,1,16
ssd.puppet.dotnet_framework_installer,Puppet,1,14
ssd.puppet.dotnet_framework_installer,total,1,14
qa-pix-brazil-integrated-tests,Markdown,1,16
qa-pix-brazil-integrated-tests,total,1,16
ob-ms-bankstatement-Integration-collector,C#,34,903
ob-ms-bankstatement-Integration-collector,JSON,3,466
ob-ms-bankstatement-Integration-collector,YAML,9,262
ob-ms-bankstatement-Integration-collector,MSBuild script,8,163
ob-ms-bankstatement-Integration-collector,Markdown,1,16
ob-ms-bankstatement-Integration-collector,Dockerfile,1,11
ob-ms-bankstatement-Integration-collector,total,56,1821
do-k8s-zeebe,YAML,339,64158
do-k8s-zeebe,Markdown,12,1664
do-k8s-zeebe,JSON,29,844
do-k8s-zeebe,make,18,181
do-k8s-zeebe,Bourne Shell,2,48
do-k8s-zeebe,Dockerfile,2,4
do-k8s-zeebe,total,402,66899
pa-ms-post-processing,C#,29,697
pa-ms-post-processing,YAML,8,271
pa-ms-post-processing,MSBuild script,7,105
pa-ms-post-processing,JSON,5,97
pa-ms-post-processing,Dockerfile,2,20
pa-ms-post-processing,Markdown,1,16
pa-ms-post-processing,DOS Batch,1,1
pa-ms-post-processing,total,53,1207
cd-qa-integration-embossing,C#,10,760
cd-qa-integration-embossing,MSBuild script,1,23
cd-qa-integration-embossing,JSON,2,22
cd-qa-integration-embossing,Markdown,1,16
cd-qa-integration-embossing,total,14,821
arq-ms-sonarqube-proxy,JSON,2,411
arq-ms-sonarqube-proxy,YAML,7,207
arq-ms-sonarqube-proxy,JavaScript,1,53
arq-ms-sonarqube-proxy,Markdown,1,16
arq-ms-sonarqube-proxy,Dockerfile,1,9
arq-ms-sonarqube-proxy,total,12,696
do-helm-kafka-connect-ui,YAML,8,209
do-helm-kafka-connect-ui,Dockerfile,1,9
do-helm-kafka-connect-ui,Markdown,1,1
do-helm-kafka-connect-ui,total,10,219
ob-events-emailage-integration,C#,7,177
ob-events-emailage-integration,YAML,2,81
ob-events-emailage-integration,Markdown,1,16
ob-events-emailage-integration,MSBuild script,1,9
ob-events-emailage-integration,total,11,283
api-pa-account-management,Markdown,1,16
api-pa-account-management,total,1,16
cd-posting-libs,Maven,3711,745022
cd-posting-libs,XML,44,3284
cd-posting-libs,SQL,48,2544
cd-posting-libs,YAML,1,217
cd-posting-libs,INI,1,32
cd-posting-libs,total,3805,751099
san-idv-sample,JSON,27,29750
san-idv-sample,XML,51,1851
san-idv-sample,TypeScript,59,1031
san-idv-sample,C/C++ Header,32,947
san-idv-sample,JavaScript,17,664
san-idv-sample,Sass,3,516
san-idv-sample,Kotlin,3,157
san-idv-sample,Bourne Shell,1,129
san-idv-sample,HTML,15,125
san-idv-sample,Groovy,8,78
san-idv-sample,Swift,3,73
san-idv-sample,CSS,2,64
san-idv-sample,DOS Batch,1,59
san-idv-sample,Markdown,3,41
san-idv-sample,Prolog,1,18
san-idv-sample,total,226,35503
topaz-db-amlsupla,SQL,432,20408
topaz-db-amlsupla,YAML,1,33
topaz-db-amlsupla,Markdown,1,16
topaz-db-amlsupla,total,434,20457
digital-withdrawal-ios,Swift,124,3590
digital-withdrawal-ios,JSON,22,485
digital-withdrawal-ios,Bourne Shell,1,156
digital-withdrawal-ios,C/C++ Header,3,39
digital-withdrawal-ios,Markdown,1,18
digital-withdrawal-ios,Objective C,3,15
digital-withdrawal-ios,total,154,4303
superdigital-gradle-axion.devops,Kotlin,150,6104
superdigital-gradle-axion.devops,XML,56,1314
superdigital-gradle-axion.devops,Java,9,596
superdigital-gradle-axion.devops,Groovy,5,300
superdigital-gradle-axion.devops,Bourne Shell,1,129
superdigital-gradle-axion.devops,YAML,1,63
superdigital-gradle-axion.devops,Markdown,1,61
superdigital-gradle-axion.devops,DOS Batch,1,59
superdigital-gradle-axion.devops,Prolog,1,18
superdigital-gradle-axion.devops,total,225,8644
bcc-gp-ms-payroll-bff,C#,376,14159
bcc-gp-ms-payroll-bff,MSBuild script,7,355
bcc-gp-ms-payroll-bff,YAML,8,229
bcc-gp-ms-payroll-bff,JSON,5,146
bcc-gp-ms-payroll-bff,Markdown,2,35
bcc-gp-ms-payroll-bff,Dockerfile,1,11
bcc-gp-ms-payroll-bff,XML,1,8
bcc-gp-ms-payroll-bff,total,400,14943
cd-ms-settlement-mastercard,Markdown,1,16
cd-ms-settlement-mastercard,total,1,16
cc-web-config-nginx,Markdown,1,16
cc-web-config-nginx,total,1,16
ob-lib-onboarding-core,C#,23,924
ob-lib-onboarding-core,XML,1,145
ob-lib-onboarding-core,YAML,2,72
ob-lib-onboarding-core,MSBuild script,2,44
ob-lib-onboarding-core,Markdown,1,16
ob-lib-onboarding-core,JSON,1,10
ob-lib-onboarding-core,total,30,1211
pa-ms-product,C#,697,357223
pa-ms-product,Smalltalk,27,14106
pa-ms-product,JSON,37,2988
pa-ms-product,SQL,1,1658
pa-ms-product,YAML,10,341
pa-ms-product,MSBuild script,9,286
pa-ms-product,Markdown,1,19
pa-ms-product,Dockerfile,1,9
pa-ms-product,total,783,376630
pa-qa-integration-organizational-structure,JSON,3,9144
pa-qa-integration-organizational-structure,total,3,9144
api-ob-bff,Markdown,1,16
api-ob-bff,total,1,16
do-prometheus,YAML,48,2846
do-prometheus,Markdown,2,169
do-prometheus,total,50,3015
do-kube-state-metrics,YAML,16,818
do-kube-state-metrics,Markdown,2,58
do-kube-state-metrics,total,18,876
pix-spi-lancamento-api,Markdown,1,16
pix-spi-lancamento-api,total,1,16
pix-spi-pagador-sgct-worker,Markdown,1,16
pix-spi-pagador-sgct-worker,total,1,16
ob-events-bureau-integration,C#,7,129
ob-events-bureau-integration,YAML,2,81
ob-events-bureau-integration,MSBuild script,1,9
ob-events-bureau-integration,total,10,219
pix-spi-recebedor-response-worker,Markdown,1,16
pix-spi-recebedor-response-worker,total,1,16
cad-db-address,SQL,251,2452354
cad-db-address,YAML,1,8
cad-db-address,Markdown,1,1
cad-db-address,total,253,2452363
do-helm-kafka-rest-api,YAML,7,286
do-helm-kafka-rest-api,Markdown,1,132
do-helm-kafka-rest-api,Dockerfile,1,4
do-helm-kafka-rest-api,total,9,422
ob-lib-kafka-connectors,JSON,27,462
ob-lib-kafka-connectors,YAML,1,53
ob-lib-kafka-connectors,Markdown,1,51
ob-lib-kafka-connectors,total,29,566
san-auth-ios,C,6,135954
san-auth-ios,Objective C,154,43100
san-auth-ios,Swift,343,24850
san-auth-ios,C/C++ Header,245,11568
san-auth-ios,JSON,184,4150
san-auth-ios,Markdown,20,2036
san-auth-ios,Bourne Shell,2,266
san-auth-ios,YAML,1,42
san-auth-ios,HTML,1,29
san-auth-ios,total,956,221995
bi-datalake,Python,38,4219
bi-datalake,JSON,15,620
bi-datalake,Markdown,3,46
bi-datalake,Bourne Shell,2,39
bi-datalake,YAML,1,21
bi-datalake,total,59,4945
cd-ms-embossing,C#,422,21530
cd-ms-embossing,Smalltalk,7,2591
cd-ms-embossing,SQL,37,2248
cd-ms-embossing,JSON,10,793
cd-ms-embossing,YAML,14,648
cd-ms-embossing,MSBuild script,16,314
cd-ms-embossing,Dockerfile,2,18
cd-ms-embossing,Markdown,1,16
cd-ms-embossing,total,509,28158
trn-ios-main,Swift,336,26662
trn-ios-main,JSON,264,6016
trn-ios-main,YAML,1,61
trn-ios-main,Markdown,1,18
trn-ios-main,C/C++ Header,2,3
trn-ios-main,Objective C,2,2
trn-ios-main,total,606,32762
ob-ms-prospect-device-validation,C#,55,1817
ob-ms-prospect-device-validation,YAML,11,292
ob-ms-prospect-device-validation,MSBuild script,7,155
ob-ms-prospect-device-validation,JSON,5,120
ob-ms-prospect-device-validation,Dockerfile,2,31
ob-ms-prospect-device-validation,Markdown,1,16
ob-ms-prospect-device-validation,XML,1,8
ob-ms-prospect-device-validation,total,82,2439
ob-events-BankStatement-Integration,C#,7,98
ob-events-BankStatement-Integration,YAML,2,81
ob-events-BankStatement-Integration,Markdown,1,16
ob-events-BankStatement-Integration,MSBuild script,1,9
ob-events-BankStatement-Integration,total,11,204
api-cad-notification-builder,Markdown,1,16
api-cad-notification-builder,total,1,16
ob-ms-rules-validation,C#,45,2468
ob-ms-rules-validation,YAML,9,257
ob-ms-rules-validation,MSBuild script,8,149
ob-ms-rules-validation,Smalltalk,1,99
ob-ms-rules-validation,JSON,3,29
ob-ms-rules-validation,Markdown,1,16
ob-ms-rules-validation,Dockerfile,1,11
ob-ms-rules-validation,XML,1,8
ob-ms-rules-validation,total,69,3037
qa-automation-rest-api-transaction-broker,JSON,3,452
qa-automation-rest-api-transaction-broker,Markdown,1,16
qa-automation-rest-api-transaction-broker,total,4,468
pix-chave-reivindicacao-modificadas-worker,Markdown,1,16
pix-chave-reivindicacao-modificadas-worker,total,1,16
ob-ios-common-pod,Swift,135,4424
ob-ios-common-pod,C/C++ Header,17,1293
ob-ios-common-pod,JSON,3,180
ob-ios-common-pod,Markdown,1,18
ob-ios-common-pod,YAML,1,8
ob-ios-common-pod,total,157,5923
ssd.puppet.topaz,XML,33,7124
ssd.puppet.topaz,JSON,5,1399
ssd.puppet.topaz,JavaScript,12,167
ssd.puppet.topaz,Puppet,1,76
ssd.puppet.topaz,Markdown,1,16
ssd.puppet.topaz,CSS,3,5
ssd.puppet.topaz,HTML,1,1
ssd.puppet.topaz,total,56,8788
do-setup-core,JSON,194,109571
do-setup-core,Handlebars,1,164
do-setup-core,Markdown,1,16
do-setup-core,total,196,109751
bcc-ms-integration,Smalltalk,4,11869
bcc-ms-integration,C#,111,4155
bcc-ms-integration,Protocol Buffers,15,440
bcc-ms-integration,YAML,7,214
bcc-ms-integration,MSBuild script,7,153
bcc-ms-integration,JSON,2,104
bcc-ms-integration,Dockerfile,1,20
bcc-ms-integration,total,147,16955
do-tf-module-sql-databases,PowerShell,1,40
do-tf-module-sql-databases,Markdown,1,2
do-tf-module-sql-databases,total,2,42
bcc-gp-events-ms-filesmanager,C#,19,221
bcc-gp-events-ms-filesmanager,YAML,2,62
bcc-gp-events-ms-filesmanager,Markdown,1,16
bcc-gp-events-ms-filesmanager,MSBuild script,1,15
bcc-gp-events-ms-filesmanager,total,23,314
cd-db-configurations,SQL,16,5450
cd-db-configurations,YAML,1,25
cd-db-configurations,Markdown,1,1
cd-db-configurations,total,18,5476
poc-templates,YAML,17,321
poc-templates,Markdown,2,187
poc-templates,total,19,508
bcc-keycloak-design,CSS,41,124376
bcc-keycloak-design,JavaScript,192,104911
bcc-keycloak-design,HTML,214,14329
bcc-keycloak-design,JSON,6,4151
bcc-keycloak-design,TypeScript,35,2629
bcc-keycloak-design,Freemarker Template,56,2522
bcc-keycloak-design,XML,3,1849
bcc-keycloak-design,Markdown,5,224
bcc-keycloak-design,YAML,2,29
bcc-keycloak-design,DOS Batch,1,7
bcc-keycloak-design,Dockerfile,1,2
bcc-keycloak-design,total,556,255029
api-NOUSAR-mock,Markdown,1,16
api-NOUSAR-mock,total,1,16
pa-client-ms-tax-manager,C#,28,354
pa-client-ms-tax-manager,YAML,2,80
pa-client-ms-tax-manager,Markdown,1,16
pa-client-ms-tax-manager,MSBuild script,1,16
pa-client-ms-tax-manager,total,32,466
arq-lib-cryptonet,C#,5,168
arq-lib-cryptonet,YAML,2,49
arq-lib-cryptonet,MSBuild script,2,20
arq-lib-cryptonet,total,9,237
cd-ms-hsm,C#,43,2210
cd-ms-hsm,YAML,8,286
cd-ms-hsm,JSON,6,141
cd-ms-hsm,MSBuild script,5,99
cd-ms-hsm,TypeScript,1,37
cd-ms-hsm,Markdown,1,17
cd-ms-hsm,Dockerfile,1,9
cd-ms-hsm,total,65,2799
ob-ms-FavoriteTransportTicket-Integration-collector,C#,36,998
ob-ms-FavoriteTransportTicket-Integration-collector,JSON,3,471
ob-ms-FavoriteTransportTicket-Integration-collector,MSBuild script,5,65
ob-ms-FavoriteTransportTicket-Integration-collector,Markdown,1,16
ob-ms-FavoriteTransportTicket-Integration-collector,total,45,1550
cd-api-definitions,YAML,3,2249
cd-api-definitions,Markdown,1,16
cd-api-definitions,total,4,2265
ob-ios-common-ui-pod,Swift,132,7835
ob-ios-common-ui-pod,JSON,79,2064
ob-ios-common-ui-pod,YAML,1,60
ob-ios-common-ui-pod,Markdown,1,18
ob-ios-common-ui-pod,total,213,9977
do-poc-dev2,Markdown,1,16
do-poc-dev2,total,1,16
san-ios-va,Swift,30,1134
san-ios-va,YAML,1,92
san-ios-va,Markdown,1,83
san-ios-va,JSON,3,54
san-ios-va,total,35,1363
arq-config-server,YAML,12,288
arq-config-server,Bourne Shell,2,133
arq-config-server,DOS Batch,1,59
arq-config-server,Groovy,2,35
arq-config-server,Dockerfile,1,20
arq-config-server,Java,2,20
arq-config-server,total,20,555
ob-ms-prospect-notifications,C#,40,1309
ob-ms-prospect-notifications,YAML,9,264
ob-ms-prospect-notifications,JSON,5,191
ob-ms-prospect-notifications,MSBuild script,7,152
ob-ms-prospect-notifications,Markdown,2,35
ob-ms-prospect-notifications,Dockerfile,2,28
ob-ms-prospect-notifications,total,65,1979
cd-configuration-management,Markdown,1,16
cd-configuration-management,total,1,16
superdigital-ios,Swift,42,1237
superdigital-ios,YAML,1,382
superdigital-ios,JSON,16,335
superdigital-ios,Markdown,1,1
superdigital-ios,total,60,1955
cassandra-migrate-agent,Python,1,382
cassandra-migrate-agent,YAML,6,131
cassandra-migrate-agent,Dockerfile,1,3
cassandra-migrate-agent,total,8,516
ob-ms-FavoriteMobileRecharge-Integration-collector,Markdown,1,16
ob-ms-FavoriteMobileRecharge-Integration-collector,total,1,16
ob-events-balance-integration,C#,8,107
ob-events-balance-integration,YAML,2,81
ob-events-balance-integration,Markdown,1,16
ob-events-balance-integration,MSBuild script,1,12
ob-events-balance-integration,total,12,216
qa-automation-rest-api-cards-authorizer,JSON,4,28464
qa-automation-rest-api-cards-authorizer,Markdown,1,16
qa-automation-rest-api-cards-authorizer,total,5,28480
qa-core-pampas-integrated-tests,Markdown,1,16
qa-core-pampas-integrated-tests,total,1,16
trn-ms-transfer,C#,284,12965
trn-ms-transfer,YAML,9,274
trn-ms-transfer,JSON,7,248
trn-ms-transfer,MSBuild script,9,213
trn-ms-transfer,Smalltalk,1,98
trn-ms-transfer,Markdown,2,53
trn-ms-transfer,Dockerfile,2,20
trn-ms-transfer,total,314,13871
superdigital-android-app,YAML,1,349
superdigital-android-app,Groovy,4,237
superdigital-android-app,JSON,1,191
superdigital-android-app,XML,6,181
superdigital-android-app,Bourne Shell,1,129
superdigital-android-app,DOS Batch,1,59
superdigital-android-app,Kotlin,2,49
superdigital-android-app,Markdown,1,32
superdigital-android-app,Prolog,1,18
superdigital-android-app,total,18,1245
pa-qa-integration-person,JSON,3,23772
pa-qa-integration-person,Markdown,1,16
pa-qa-integration-person,total,4,23788
trn-svc-adaptor-pts-migration,JSON,90,10330
trn-svc-adaptor-pts-migration,XML,19,1077
trn-svc-adaptor-pts-migration,YAML,12,656
trn-svc-adaptor-pts-migration,XSLT,4,175
trn-svc-adaptor-pts-migration,Bourne Shell,3,98
trn-svc-adaptor-pts-migration,Groovy,3,76
trn-svc-adaptor-pts-migration,Dockerfile,1,48
trn-svc-adaptor-pts-migration,Markdown,1,8
trn-svc-adaptor-pts-migration,INI,1,3
trn-svc-adaptor-pts-migration,total,134,12471
api-trn-payment,Markdown,1,16
api-trn-payment,total,1,16
do-tf-vpn,Markdown,1,16
do-tf-vpn,total,1,16
pix-spi-recebedor-sgct-worker,Markdown,1,16
pix-spi-recebedor-sgct-worker,total,1,16
pa-flows,XML,3,2370
pa-flows,Markdown,1,8
pa-flows,total,4,2378
cad-ms-userprofile-profile,C#,96,4274
cad-ms-userprofile-profile,YAML,10,262
cad-ms-userprofile-profile,MSBuild script,8,236
cad-ms-userprofile-profile,JSON,8,227
cad-ms-userprofile-profile,Markdown,2,54
cad-ms-userprofile-profile,Dockerfile,1,11
cad-ms-userprofile-profile,DOS Batch,2,3
cad-ms-userprofile-profile,total,127,5067
example-python-cronjob,YAML,4,87
example-python-cronjob,Markdown,1,16
example-python-cronjob,Dockerfile,1,9
example-python-cronjob,Python,1,1
example-python-cronjob,total,7,113
qa-brazil-migration-integrated-tests,C#,17,509
qa-brazil-migration-integrated-tests,JSON,7,180
qa-brazil-migration-integrated-tests,MSBuild script,1,48
qa-brazil-migration-integrated-tests,Markdown,1,16
qa-brazil-migration-integrated-tests,total,26,753
pa-client-ms-account-management,C#,101,2031
pa-client-ms-account-management,YAML,2,68
pa-client-ms-account-management,MSBuild script,2,45
pa-client-ms-account-management,XML,1,26
pa-client-ms-account-management,Markdown,1,16
pa-client-ms-account-management,total,107,2186
do-tf-cassandra,Markdown,3,87
do-tf-cassandra,Bourne Shell,2,72
do-tf-cassandra,YAML,1,62
do-tf-cassandra,total,6,221
pa-ms-lock-documents,C#,338,37230
pa-ms-lock-documents,Smalltalk,13,6883
pa-ms-lock-documents,JSON,12,398
pa-ms-lock-documents,MSBuild script,10,294
pa-ms-lock-documents,YAML,9,261
pa-ms-lock-documents,Markdown,2,35
pa-ms-lock-documents,Dockerfile,1,11
pa-ms-lock-documents,DOS Batch,2,2
pa-ms-lock-documents,total,387,45114
api-NOUSAR-oauth,Markdown,1,16
api-NOUSAR-oauth,total,1,16
qa-tb-colombia-integrated-tests,C#,10,381
qa-tb-colombia-integrated-tests,MSBuild script,1,17
qa-tb-colombia-integrated-tests,Markdown,1,16
qa-tb-colombia-integrated-tests,total,12,414
pa-events-dictionary,Markdown,1,16
pa-events-dictionary,total,1,16
arq-lib-common-data,C#,57,5792
arq-lib-common-data,Markdown,4,286
arq-lib-common-data,MSBuild script,5,81
arq-lib-common-data,JSON,3,72
arq-lib-common-data,YAML,2,50
arq-lib-common-data,total,71,6281
trn-svc-adaptor-pts,JSON,90,10330
trn-svc-adaptor-pts,XML,19,1077
trn-svc-adaptor-pts,YAML,13,674
trn-svc-adaptor-pts,XSLT,4,175
trn-svc-adaptor-pts,Bourne Shell,3,98
trn-svc-adaptor-pts,Groovy,3,76
trn-svc-adaptor-pts,Dockerfile,1,48
trn-svc-adaptor-pts,Markdown,1,8
trn-svc-adaptor-pts,INI,1,3
trn-svc-adaptor-pts,total,135,12489
do-poc-yarn,JavaScript,6,151
do-poc-yarn,JSON,3,90
do-poc-yarn,YAML,1,54
do-poc-yarn,CSS,2,45
do-poc-yarn,HTML,1,20
do-poc-yarn,Markdown,1,16
do-poc-yarn,total,14,376
pa-events-lock-documents,C#,15,234
pa-events-lock-documents,YAML,2,70
pa-events-lock-documents,MSBuild script,1,14
pa-events-lock-documents,Markdown,1,1
pa-events-lock-documents,total,19,319
qa-tb-uruguay-integrated-tests,C#,6,246
qa-tb-uruguay-integrated-tests,Markdown,1,16
qa-tb-uruguay-integrated-tests,MSBuild script,1,14
qa-tb-uruguay-integrated-tests,total,8,276
ssd.puppet.powershell_installer,Puppet,1,14
ssd.puppet.powershell_installer,total,1,14
template-java,Markdown,1,16
template-java,total,1,16
pa-qa-lake,C#,38,936
pa-qa-lake,YAML,10,265
pa-qa-lake,MSBuild script,2,42
pa-qa-lake,JSON,2,31
pa-qa-lake,Markdown,1,13
pa-qa-lake,total,53,1287
cad-ms-address,C#,187,10348
cad-ms-address,Smalltalk,13,3600
cad-ms-address,YAML,9,266
cad-ms-address,JSON,7,199
cad-ms-address,MSBuild script,6,158
cad-ms-address,Markdown,2,42
cad-ms-address,Dockerfile,1,11
cad-ms-address,total,225,14624
pix-spi-pagador-send-worker,Markdown,1,16
pix-spi-pagador-send-worker,total,1,16
pa-ms-calculation-log,C#,81,3295
pa-ms-calculation-log,YAML,12,509
pa-ms-calculation-log,MSBuild script,11,321
pa-ms-calculation-log,liquid,3,215
pa-ms-calculation-log,XML,1,152
pa-ms-calculation-log,JSON,11,152
pa-ms-calculation-log,Markdown,1,21
pa-ms-calculation-log,Dockerfile,1,9
pa-ms-calculation-log,total,121,4674
pa-events-persons,C#,17,274
pa-events-persons,YAML,2,70
pa-events-persons,MSBuild script,1,14
pa-events-persons,Markdown,1,1
pa-events-persons,total,21,359
do-poc-android,Java,46,3668
do-poc-android,XML,34,608
do-poc-android,Bourne Again Shell,1,123
do-poc-android,YAML,2,116
do-poc-android,Groovy,3,105
do-poc-android,DOS Batch,1,64
do-poc-android,Markdown,2,23
do-poc-android,Prolog,1,21
do-poc-android,total,90,4728
bcc-gp-ms-authorization,C#,81,2653
bcc-gp-ms-authorization,MSBuild script,11,274
bcc-gp-ms-authorization,YAML,9,261
bcc-gp-ms-authorization,JSON,6,223
bcc-gp-ms-authorization,Markdown,2,36
bcc-gp-ms-authorization,Dockerfile,1,11
bcc-gp-ms-authorization,total,110,3458
ccoe-td-peru,CSS,1,826
ccoe-td-peru,Markdown,9,133
ccoe-td-peru,total,10,959
qa-test-mobile-ios,Java,47,2886
qa-test-mobile-ios,XML,90,1473
qa-test-mobile-ios,Maven,1,124
qa-test-mobile-ios,Markdown,1,40
qa-test-mobile-ios,Bourne Shell,1,7
qa-test-mobile-ios,DOS Batch,1,4
qa-test-mobile-ios,total,141,4534
bcc-qa-integration-transport,Markdown,1,16
bcc-qa-integration-transport,total,1,16
api-pa-organizational-structure,Markdown,1,16
api-pa-organizational-structure,total,1,16
mbr-orchestrator,Markdown,1,16
mbr-orchestrator,total,1,16
qa_automation_rest_api_mbr_cards_dataprep,Markdown,1,16
qa_automation_rest_api_mbr_cards_dataprep,total,1,16
cl-transport-sonda-assets,Java,1,184
cl-transport-sonda-assets,total,1,184
pocs,JavaScript,27,17893
pocs,CSS,18,14505
pocs,JSON,61,10943
pocs,C#,190,10007
pocs,HTML,37,5414
pocs,Markdown,29,1823
pocs,PowerShell,31,994
pocs,MSBuild script,29,384
pocs,Java,13,359
pocs,Bourne Shell,16,237
pocs,DOS Batch,27,212
pocs,Razor,8,154
pocs,YAML,5,150
pocs,Maven,1,62
pocs,total,492,63137
cad-events-notifications,C#,42,619
cad-events-notifications,YAML,2,81
cad-events-notifications,Markdown,1,16
cad-events-notifications,MSBuild script,1,13
cad-events-notifications,total,46,729
trn-ios-pix,Swift,132,4158
trn-ios-pix,JSON,27,370
trn-ios-pix,Markdown,1,18
trn-ios-pix,YAML,1,5
trn-ios-pix,total,161,4551
qa-automation-data,Markdown,1,16
qa-automation-data,total,1,16
pa-client-lock-documents,C#,26,320
